step,time_s,key,value
0,78.8,reward,0.7083332538604736
0,78.8,staleness,0
0,78.8,loss,-0.02307344228029251
0,78.8,pg,-0.02307344228029251
0,78.8,ratio,0.9961
0,78.8,clipfrac,0.1522
0,78.8,akl,0.0177
0,78.8,entropy,0.9033
0,78.8,gnorm,0.27615153789520264
0,78.8,skipped,8
0,78.8,resp_len,65.4
0,78.8,trunc,0.312
0,78.8,dead,0.5
0,183.4,eval_acc,0.53125
1,251.5,reward,0.5416666269302368
1,251.5,staleness,0
1,251.5,loss,-0.021046284586191177
1,251.5,pg,-0.021046284586191177
1,251.5,ratio,0.9904
1,251.5,clipfrac,0.0893
1,251.5,akl,0.0606
1,251.5,entropy,0.31
1,251.5,gnorm,0.3993171751499176
1,251.5,skipped,0
1,251.5,resp_len,21.0
1,251.5,trunc,0.0
1,251.5,dead,0.0
2,316.3,reward,0.8750000596046448
2,316.3,staleness,0
2,316.3,loss,-0.010329313576221466
2,316.3,pg,-0.010329313576221466
2,316.3,ratio,1.0049
2,316.3,clipfrac,0.0662
2,316.3,akl,0.0108
2,316.3,entropy,0.2597
2,316.3,gnorm,0.28732237219810486
2,316.3,skipped,8
2,316.3,resp_len,33.0
2,316.3,trunc,0.0
2,316.3,dead,0.5
3,399.3,reward,0.6875000596046448
3,399.3,staleness,0
3,399.3,loss,-0.02238880842924118
3,399.3,pg,-0.02238880842924118
3,399.3,ratio,1.0134
3,399.3,clipfrac,0.0375
3,399.3,akl,-0.0045
3,399.3,entropy,0.2367
3,399.3,gnorm,0.27536043524742126
3,399.3,skipped,8
3,399.3,resp_len,70.6
3,399.3,trunc,0.312
3,399.3,dead,0.5
4,470.6,reward,0.4375
4,470.6,staleness,0
4,470.6,loss,-0.029988206923007965
4,470.6,pg,-0.029988206923007965
4,470.6,ratio,0.992
4,470.6,clipfrac,0.1023
4,470.6,akl,0.0346
4,470.6,entropy,0.7729
4,470.6,gnorm,1.0637866258621216
4,470.6,skipped,0
4,470.6,resp_len,27.5
4,470.6,trunc,0.0
4,470.6,dead,0.0
5,550.7,reward,0.3958333730697632
5,550.7,staleness,0
5,550.7,loss,-0.026673760265111923
5,550.7,pg,-0.026673760265111923
5,550.7,ratio,0.9927
5,550.7,clipfrac,0.0903
5,550.7,akl,0.0166
5,550.7,entropy,0.9668
5,550.7,gnorm,0.9623467326164246
5,550.7,skipped,0
5,550.7,resp_len,26.3
5,550.7,trunc,0.0
5,550.7,dead,0.0
6,675.5,reward,0.4166666865348816
6,675.5,staleness,0
6,675.5,loss,-0.020842142403125763
6,675.5,pg,-0.020842142403125763
6,675.5,ratio,1.0014
6,675.5,clipfrac,0.0256
6,675.5,akl,0.0013
6,675.5,entropy,0.5374
6,675.5,gnorm,0.8642237186431885
6,675.5,skipped,0
6,675.5,resp_len,73.4
6,675.5,trunc,0.188
6,675.5,dead,0.0
7,753.5,reward,0.5625
7,753.5,staleness,0
7,753.5,loss,-0.024537935853004456
7,753.5,pg,-0.024537935853004456
7,753.5,ratio,0.9997
7,753.5,clipfrac,0.0433
7,753.5,akl,0.0062
7,753.5,entropy,0.6552
7,753.5,gnorm,0.7467067241668701
7,753.5,skipped,0
7,753.5,resp_len,36.1
7,753.5,trunc,0.0
7,753.5,dead,0.0
8,880.4,reward,0.4166666865348816
8,880.4,staleness,0
8,880.4,loss,-0.016973396763205528
8,880.4,pg,-0.016973396763205528
8,880.4,ratio,0.9994
8,880.4,clipfrac,0.0375
8,880.4,akl,0.0054
8,880.4,entropy,0.2278
8,880.4,gnorm,0.8331175446510315
8,880.4,skipped,0
8,880.4,resp_len,50.0
8,880.4,trunc,0.062
8,880.4,dead,0.0
9,957.8,reward,0.5208333730697632
9,957.8,staleness,0
9,957.8,loss,-0.013836361467838287
9,957.8,pg,-0.013836361467838287
9,957.8,ratio,1.0051
9,957.8,clipfrac,0.0763
9,957.8,akl,0.0041
9,957.8,entropy,0.7948
9,957.8,gnorm,0.6315777897834778
9,957.8,skipped,8
9,957.8,resp_len,47.9
9,957.8,trunc,0.0
9,957.8,dead,0.5
10,1040.7,reward,0.5625000596046448
10,1040.7,staleness,0
10,1040.7,loss,-0.022931009531021118
10,1040.7,pg,-0.022931009531021118
10,1040.7,ratio,1.004
10,1040.7,clipfrac,0.0671
10,1040.7,akl,0.0023
10,1040.7,entropy,0.6108
10,1040.7,gnorm,0.8537237644195557
10,1040.7,skipped,0
10,1040.7,resp_len,30.8
10,1040.7,trunc,0.0
10,1040.7,dead,0.0
11,1108.4,reward,0.2916666567325592
11,1108.4,staleness,0
11,1108.4,loss,-0.03192223235964775
11,1108.4,pg,-0.03192223235964775
11,1108.4,ratio,0.9933
11,1108.4,clipfrac,0.0938
11,1108.4,akl,0.0159
11,1108.4,entropy,0.7568
11,1108.4,gnorm,1.2350270748138428
11,1108.4,skipped,0
11,1108.4,resp_len,27.3
11,1108.4,trunc,0.0
11,1108.4,dead,0.0
12,1161.0,reward,0.75
12,1161.0,staleness,0
12,1161.0,loss,-0.013355467468500137
12,1161.0,pg,-0.013355467468500137
12,1161.0,ratio,1.0018
12,1161.0,clipfrac,0.0685
12,1161.0,akl,0.0085
12,1161.0,entropy,0.9569
12,1161.0,gnorm,0.7457007765769958
12,1161.0,skipped,8
12,1161.0,resp_len,36.4
12,1161.0,trunc,0.0
12,1161.0,dead,0.5
13,1260.4,reward,0.7291666865348816
13,1260.4,staleness,0
13,1260.4,loss,-0.020831119269132614
13,1260.4,pg,-0.020831119269132614
13,1260.4,ratio,1.0023
13,1260.4,clipfrac,0.0462
13,1260.4,akl,0.0017
13,1260.4,entropy,0.6776
13,1260.4,gnorm,0.930196225643158
13,1260.4,skipped,0
13,1260.4,resp_len,48.8
13,1260.4,trunc,0.0
13,1260.4,dead,0.0
14,1328.9,reward,0.4791666567325592
14,1328.9,staleness,0
14,1328.9,loss,-0.01914416253566742
14,1328.9,pg,-0.01914416253566742
14,1328.9,ratio,1.2838
14,1328.9,clipfrac,0.0571
14,1328.9,akl,0.1023
14,1328.9,entropy,0.726
14,1328.9,gnorm,1.050950527191162
14,1328.9,skipped,0
14,1328.9,resp_len,19.7
14,1328.9,trunc,0.0
14,1328.9,dead,0.0
15,1423.9,reward,0.6041667461395264
15,1423.9,staleness,0
15,1423.9,loss,-0.02391888201236725
15,1423.9,pg,-0.02391888201236725
15,1423.9,ratio,1.0048
15,1423.9,clipfrac,0.0576
15,1423.9,akl,0.0099
15,1423.9,entropy,0.9167
15,1423.9,gnorm,1.4240115880966187
15,1423.9,skipped,4
15,1423.9,resp_len,37.3
15,1423.9,trunc,0.062
15,1423.9,dead,0.0
15,1569.0,eval_acc,0.5625
16,1642.0,reward,0.5416666269302368
16,1642.0,staleness,0
16,1642.0,loss,-0.020853620022535324
16,1642.0,pg,-0.020853620022535324
16,1642.0,ratio,1.0035
16,1642.0,clipfrac,0.0863
16,1642.0,akl,0.0137
16,1642.0,entropy,0.5858
16,1642.0,gnorm,1.1146111488342285
16,1642.0,skipped,0
16,1642.0,resp_len,29.7
16,1642.0,trunc,0.0
16,1642.0,dead,0.0
17,1712.7,reward,0.3958333432674408
17,1712.7,staleness,0
17,1712.7,loss,-0.03466331586241722
17,1712.7,pg,-0.03466331586241722
17,1712.7,ratio,1.0019
17,1712.7,clipfrac,0.086
17,1712.7,akl,0.008
17,1712.7,entropy,0.8005
17,1712.7,gnorm,1.3915268182754517
17,1712.7,skipped,0
17,1712.7,resp_len,25.4
17,1712.7,trunc,0.0
17,1712.7,dead,0.0
18,1834.6,reward,0.6041666865348816
18,1834.6,staleness,0
18,1834.6,loss,-0.020085953176021576
18,1834.6,pg,-0.020085953176021576
18,1834.6,ratio,0.996
18,1834.6,clipfrac,0.0266
18,1834.6,akl,0.0088
18,1834.6,entropy,0.4387
18,1834.6,gnorm,0.9369745254516602
18,1834.6,skipped,0
18,1834.6,resp_len,49.4
18,1834.6,trunc,0.125
18,1834.6,dead,0.0
19,1902.6,reward,0.5833333134651184
19,1902.6,staleness,0
19,1902.6,loss,-0.04236786626279354
19,1902.6,pg,-0.04236786626279354
19,1902.6,ratio,1.0105
19,1902.6,clipfrac,0.1513
19,1902.6,akl,0.0153
19,1902.6,entropy,0.6143
19,1902.6,gnorm,1.5663968324661255
19,1902.6,skipped,0
19,1902.6,resp_len,19.0
19,1902.6,trunc,0.0
19,1902.6,dead,0.0
20,1969.9,reward,0.3958333730697632
20,1969.9,staleness,0
20,1969.9,loss,-0.033353812992572784
20,1969.9,pg,-0.033353812992572784
20,1969.9,ratio,0.9927
